0	0	0	38	0	0
1	0	1	39	0	0
2	0	2	40	0	0
3	0	3	41	0	0
4	0	4	42	0	0
5	0	5	43	0	0
6	0	6	32	0	0
7	0	7	33	0	0
8	0	8	38	1	0
9	0	9	39	1	0
10	0	10	40	1	0
11	0	11	41	1	0
12	0	12	42	1	0
13	0	13	43	1	0
14	0	14	32	1	0
15	0	15	33	1	0
16	1	0	34	0	0
17	1	1	35	0	0
18	1	2	36	0	0
19	1	3	37	0	0
20	1	4	34	1	0
21	1	5	35	1	0
22	1	6	36	1	0
23	1	7	37	1	0
24	1	8	20	2	0
25	1	9	21	2	0
26	1	10	22	2	0
27	1	11	23	2	0
28	1	12	24	2	0
29	1	13	25	2	0
30	1	14	26	2	0
31	1	15	27	2	0
32	2	0	28	2	0
33	2	1	29	2	0
34	2	2	30	2	0
35	2	3	31	2	0
36	2	4	8	2	0
37	2	5	9	2	0
38	2	6	10	2	0
39	2	7	11	2	0
40	2	8	12	2	0
41	2	9	13	2	0
42	2	10	14	2	0
43	2	11	15	2	0
44	2	12	16	2	0
45	2	13	17	2	0
46	2	14	18	2	0
47	2	15	19	2	0
48	3	0	0	0	0
49	3	1	1	0	0
50	3	2	2	0	0
51	3	3	3	0	0
52	3	4	4	0	0
53	3	5	5	0	0
54	3	6	7	0	0
55	3	7	6	0	0
56	3	8	0	1	0
57	3	9	1	1	0
58	3	10	2	1	0
59	3	11	3	1	0
60	3	12	4	1	0
61	3	13	5	1	0
62	3	14	7	1	0
63	3	15	6	1	0
64	4	0	38	0	1
65	4	1	39	0	1
66	4	2	40	0	1
67	4	3	41	0	1
68	4	4	42	0	1
69	4	5	43	0	1
70	4	6	32	0	1
71	4	7	33	0	1
72	4	8	38	1	1
73	4	9	39	1	1
74	4	10	40	1	1
75	4	11	41	1	1
76	4	12	42	1	1
77	4	13	43	1	1
78	4	14	32	1	1
79	4	15	33	1	1
80	5	0	34	0	1
81	5	1	35	0	1
82	5	2	36	0	1
83	5	3	37	0	1
84	5	4	34	1	1
85	5	5	35	1	1
86	5	6	36	1	1
87	5	7	37	1	1
88	5	8	64	2	1
89	5	9	65	2	1
90	5	10	66	2	1
91	5	11	67	2	1
92	5	12	68	2	1
93	5	13	69	2	1
94	5	14	70	2	1
95	5	15	71	2	1
96	6	0	72	2	1
97	6	1	73	2	1
98	6	2	74	2	1
99	6	3	75	2	1
100	6	4	52	2	1
101	6	5	53	2	1
102	6	6	54	2	1
103	6	7	55	2	1
104	6	8	56	2	1
105	6	9	57	2	1
106	6	10	58	2	1
107	6	11	59	2	1
108	6	12	60	2	1
109	6	13	61	2	1
110	6	14	62	2	1
111	6	15	63	2	1
112	7	0	0	0	1
113	7	1	1	0	1
114	7	2	2	0	1
115	7	3	3	0	1
116	7	4	4	0	1
117	7	5	5	0	1
118	7	6	7	0	1
119	7	7	6	0	1
120	7	8	0	1	1
121	7	9	1	1	1
122	7	10	2	1	1
123	7	11	3	1	1
124	7	12	4	1	1
125	7	13	5	1	1
126	7	14	7	1	1
127	7	15	6	1	1
128	8	0	82	0	0
129	8	1	83	0	0
130	8	2	84	0	0
131	8	3	85	0	0
132	8	4	86	0	0
133	8	5	87	0	0
134	8	6	76	0	0
135	8	7	77	0	0
136	8	8	82	1	0
137	8	9	83	1	0
138	8	10	84	1	0
139	8	11	85	1	0
140	8	12	86	1	0
141	8	13	87	1	0
142	8	14	76	1	0
143	8	15	77	1	0
144	9	0	78	0	0
145	9	1	79	0	0
146	9	2	80	0	0
147	9	3	81	0	0
148	9	4	78	1	0
149	9	5	79	1	0
150	9	6	80	1	0
151	9	7	81	1	0
152	9	8	64	2	0
153	9	9	65	2	0
154	9	10	66	2	0
155	9	11	67	2	0
156	9	12	68	2	0
157	9	13	69	2	0
158	9	14	70	2	0
159	9	15	71	2	0
160	10	0	72	2	0
161	10	1	73	2	0
162	10	2	74	2	0
163	10	3	75	2	0
164	10	4	52	2	0
165	10	5	53	2	0
166	10	6	54	2	0
167	10	7	55	2	0
168	10	8	56	2	0
169	10	9	57	2	0
170	10	10	58	2	0
171	10	11	59	2	0
172	10	12	60	2	0
173	10	13	61	2	0
174	10	14	62	2	0
175	10	15	63	2	0
176	11	0	44	0	0
177	11	1	45	0	0
178	11	2	46	0	0
179	11	3	47	0	0
180	11	4	48	0	0
181	11	5	49	0	0
182	11	6	51	0	0
183	11	7	50	0	0
184	11	8	44	1	0
185	11	9	45	1	0
186	11	10	46	1	0
187	11	11	47	1	0
188	11	12	48	1	0
189	11	13	49	1	0
190	11	14	51	1	0
191	11	15	50	1	0
