0 1 1 0 414 383 2 1 0 0 31 5041
0 1 1 0 382 351 2 1 1 32 63 5041
0 1 1 0 350 319 2 2 2 0 31 5042
0 1 1 0 318 287 2 2 3 32 63 5042
0 1 1 0 286 255 2 3 4 0 31 5043
0 1 1 0 254 223 2 3 5 32 63 5043
0 1 1 0 222 191 2 4 6 0 31 5044
0 1 1 0 190 159 2 4 7 32 63 5044
0 1 1 0 158 127 2 5 8 0 31 5045
0 1 1 0 126 95 2 5 9 32 63 5045
0 1 1 0 94 63 2 6 10 0 31 5046
0 1 1 0 62 31 2 6 11 32 63 5046
0 1 1 1 414 383 2 7 0 32 63 5047
0 1 1 0 30 0 2 7 12 0 31 5047
0 1 1 1 382 351 2 8 1 0 31 5048
0 1 1 1 350 319 2 8 2 32 63 5048
0 1 1 1 318 287 2 9 3 0 31 5049
0 1 1 1 286 255 2 9 4 32 63 5049
0 1 1 1 254 223 2 10 5 0 31 5050
0 1 1 1 222 191 2 10 6 32 63 5050
0 1 1 1 190 159 2 11 7 0 31 5051
0 1 1 1 158 127 2 11 8 32 63 5051
0 1 1 1 126 95 2 12 9 0 31 5052
0 1 1 1 94 63 2 12 10 32 63 5052
0 1 1 1 62 31 2 13 11 0 31 5053
0 1 1 1 30 0 2 13 12 32 63 5053
0 1 1 3 446 415 2 14 0 0 31 5054
0 1 1 3 414 383 2 14 1 32 63 5054
0 1 1 3 382 351 2 15 2 0 31 5055
0 1 1 3 350 319 2 15 3 32 63 5055
0 1 1 3 318 287 2 16 4 0 31 5056
0 1 1 3 286 255 2 16 5 32 63 5056
0 1 1 3 254 223 2 17 6 0 31 5057
0 1 1 3 222 191 2 17 7 32 63 5057
0 1 1 3 190 159 2 18 8 0 31 5058
0 1 1 3 158 127 2 18 9 32 63 5058
0 1 1 3 126 95 2 19 10 0 31 5059
0 1 1 3 94 63 2 19 11 32 63 5059
0 1 1 3 62 31 2 20 12 0 31 5060
0 1 1 3 30 0 2 20 13 32 63 5060
0 1 1 2 435 404 3 1 0 0 31 5061
0 1 1 2 403 372 3 1 1 32 63 5061
0 1 1 2 371 340 3 2 2 0 31 5062
0 1 1 2 339 308 3 2 3 32 63 5062
0 1 1 2 307 276 3 3 4 0 31 5063
0 1 1 2 275 244 3 3 5 32 63 5063
0 1 1 2 243 212 3 4 6 0 31 5064
0 1 1 2 211 180 3 4 7 32 63 5064
0 1 1 2 179 148 3 5 8 0 31 5065
0 1 1 2 147 116 3 5 9 32 63 5065
0 1 1 2 115 84 3 6 10 0 31 5066
0 1 1 2 83 52 3 6 11 32 63 5066
0 1 1 4 445 414 3 7 0 32 63 5067
0 1 1 2 51 20 3 7 12 0 31 5067
0 1 1 4 413 382 3 8 1 0 31 5068
0 1 1 4 381 350 3 8 2 32 63 5068
0 1 1 4 349 318 3 9 3 0 31 5069
0 1 1 4 317 286 3 9 4 32 63 5069
0 1 1 4 285 254 3 10 5 0 31 5070
0 1 1 4 253 222 3 10 6 32 63 5070
0 1 1 4 221 190 3 11 7 0 31 5071
0 1 1 4 189 158 3 11 8 32 63 5071
0 1 1 4 157 126 3 12 9 0 31 5072
0 1 1 4 125 94 3 12 10 32 63 5072
0 1 1 4 93 62 3 13 11 0 31 5073
0 1 1 4 61 30 3 13 12 32 63 5073
0 1 1 5 467 436 3 14 0 0 31 5074
0 1 1 5 435 404 3 14 1 32 63 5074
0 1 1 5 403 372 3 15 2 0 31 5075
0 1 1 5 371 340 3 15 3 32 63 5075
0 1 1 5 339 308 3 16 4 0 31 5076
0 1 1 5 307 276 3 16 5 32 63 5076
0 1 1 5 275 244 3 17 6 0 31 5077
0 1 1 5 243 212 3 17 7 32 63 5077
0 1 1 5 211 180 3 18 8 0 31 5078
0 1 1 5 179 148 3 18 9 32 63 5078
0 1 1 5 147 116 3 19 10 0 31 5079
0 1 1 5 115 84 3 19 11 32 63 5079
0 1 1 5 83 52 3 20 12 0 31 5080
0 1 1 5 51 20 3 20 13 32 63 5080
0 2 1 0 414 383 4 1 0 0 31 5081
0 2 1 0 382 351 4 1 1 32 63 5081
0 2 1 0 350 319 4 2 2 0 31 5082
0 2 1 0 318 287 4 2 3 32 63 5082
0 2 1 0 286 255 4 3 4 0 31 5083
0 2 1 0 254 223 4 3 5 32 63 5083
0 2 1 0 222 191 4 4 6 0 31 5084
0 2 1 0 190 159 4 4 7 32 63 5084
0 2 1 0 158 127 4 5 8 0 31 5085
0 2 1 0 126 95 4 5 9 32 63 5085
0 2 1 0 94 63 4 6 10 0 31 5086
0 2 1 0 62 31 4 6 11 32 63 5086
0 2 1 1 414 383 4 7 0 32 63 5087
0 2 1 0 30 0 4 7 12 0 31 5087
